ID,Watch,Call (911) Problem,Type of Incident,Type  Location,Division,Council District,Date of Report,Date incident created,Person Involvement Type,Victim Type,Victim Race,Victim Ethnicity,Victim Gender,NIBRS Crime Category,NIBRS Group,Date of Incident,Call Duration (Minutes),Zone
2374,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Single Family Residence - Occupied,SOUTHWEST,D1,2020-05-26 13:45:00.0000000,2020-05-26 10:02:11.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-05-25 13:50:00,338.8833333333333,3
2375,3,6X - MAJOR DIST (VIOLENCE),LOST PROPERTY (NO OFFENSE),Apartment Residence,NORTH CENTRAL,D12,2021-08-31 07:11:00.0000000,2021-08-31 08:32:30.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-08-29 16:00:00,117.0,0
2376,3,11B - BURG OF BUS,BURGLARY OF BUILDING - FORCED ENTRY,Storage Facility,SOUTHWEST,D3,2024-11-02 14:09:00.0000000,2024-11-02 14:33:26.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2024-10-01 13:00:00,1501.5333333333333,3
2377,2,PSE/40 - OTHER,HARASSMENT-REPEATED ELECTRONIC COMMUNICATION,Apartment Residence,CENTRAL,D2,2022-02-13 12:50:00.0000000,2022-02-13 15:04:16.0000000,Victim,Individual,Middle Eastern,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2022-02-13 12:21:00,146.71666666666667,2
2378,3,DASF-DIST ACTIVE SHOOTER FOOT,DEADLY CONDUCT,Apartment Parking Lot,SOUTHWEST,D4,2023-05-25 23:51:00.0000000,2023-05-26 00:07:06.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-05-25 23:45:00,161.35,6
2379,2,PSE/11V - BURG MOTOR VEH,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Parking (Business),NORTH CENTRAL,D11,2024-01-22 12:19:00.0000000,2024-01-22 13:32:23.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-01-19 08:30:00,109.93333333333334,0
2380,1,11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Apartment Parking Lot,SOUTHEAST,D5,2024-11-10 11:45:00.0000000,2024-11-10 11:59:47.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-11-08 20:00:00,24.833333333333332,4
2381,3,32 - SUSPICIOUS PERSON,THEFT OF PROP (ATT) > OR EQUAL $100 <$750 (NOT EMP) PC31.03(e2A),Parking (Business),NORTH CENTRAL,D11,2021-04-07 16:59:00.0000000,2021-04-07 17:22:25.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-04-07 16:59:00,81.21666666666667,0
2382,2,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",CENTRAL,D14,2022-11-03 14:55:00.0000000,2022-11-03 16:52:12.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-11-03 14:20:00,139.46666666666667,2
2383,2,43 - ROAD RAGE,CRIM MISCHIEF > OR EQUAL $100 < $750,"Highway, Street, Alley ETC",NORTHWEST,D13,2020-02-28 15:28:00.0000000,2020-02-28 16:32:04.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-02-28 15:20:00,91.76666666666667,1
2384,1,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,CENTRAL,D2,2022-10-15 02:15:00.0000000,2022-10-15 02:40:54.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-10-14 22:00:00,34.766666666666666,2
2385,1,40/01 - OTHER,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Amusement Park,CENTRAL,D2,2020-08-07 14:07:00.0000000,2020-08-07 15:08:53.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-08-06 20:00:00,89.48333333333333,2
2386,3,58 - ROUTINE INVESTIGATION,BMV,Apartment Parking Lot,NORTHEAST,D9,2021-12-07 08:11:00.0000000,2021-12-07 08:11:37.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-11-25 18:00:00,90.41666666666667,5
2387,1,31 - CRIMINAL MISCHIEF,DEADLY CONDUCT DISCHARGE FIREARM (DAMAGE),Single Family Residence - Occupied,SOUTHEAST,D5,2024-10-27 15:04:00.0000000,2024-10-29 16:34:47.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-10-27 01:30:00,3103.766666666667,4
2388,2,6X - MAJOR DIST (VIOLENCE),THEFT FROM PERSON,Outdoor Area Public/Private,NORTHWEST,D2,2021-03-16 11:50:00.0000000,2021-03-16 12:35:49.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-03-16 11:00:00,114.48333333333333,2
2389,1,58 - ROUTINE INVESTIGATION,RECKLESS DAMAGE,Parking Lot (All Others),CENTRAL,D14,2024-08-10 12:51:00.0000000,2024-08-10 13:00:01.0000000,Victim,Individual,Asian,Non-Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2024-08-09 17:00:00,53.983333333333334,2
2390,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,NORTHEAST,D9,2023-02-12 12:20:00.0000000,2023-02-13 14:16:12.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-02-11 21:00:00,1569.9,5
2391,2,6X - MAJOR DIST (VIOLENCE),"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Apartment Complex/Building,CENTRAL,D2,2023-09-22 09:43:00.0000000,2023-09-22 10:04:26.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-09-22 09:00:00,72.93333333333334,2
2392,3,22 - ANIMAL DISTURBANCE,ATTACK BY DOG SBI,"Highway, Street, Alley ETC",SOUTH CENTRAL,D4,2024-03-11 20:25:00.0000000,2024-03-11 21:31:28.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2024-03-11 20:25:00,194.6,6
2393,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Apartment Parking Lot,NORTHEAST,D9,2024-12-22 10:43:00.0000000,2024-12-23 01:53:27.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-12-21 21:00:00,982.8333333333334,5
2394,2,11R/01 - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Complex/Building,NORTHEAST,D7,2023-06-02 17:27:00.0000000,2023-06-02 21:07:24.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2023-06-02 12:00:00,241.08333333333334,4
2395,3,PSE/11V - BURG MOTOR VEH,BMV,Apartment Residence,SOUTH CENTRAL,D8,2022-05-17 22:29:00.0000000,2022-05-17 23:04:23.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-05-17 18:00:00,54.21666666666667,6
2396,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Industrial/Manufacturing,NORTHEAST,D10,2020-02-14 18:09:00.0000000,2020-02-14 18:39:07.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-01-14 00:00:00,105.96666666666667,5
2397,2,40 - OTHER,BMV - PRELIMINARY INVESTIGATION,Apartment Parking Lot,NORTH CENTRAL,D12,2021-09-18 03:23:00.0000000,2021-09-18 03:25:06.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-09-09 08:00:00,417.03333333333336,0
2398,1,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (All Others),SOUTHWEST,D1,2021-08-26 07:15:00.0000000,2021-08-26 07:32:24.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-08-26 00:00:00,47.38333333333333,3
2399,3,6X - MAJOR DIST (VIOLENCE),VIO BOND/PROTECTIVE ORDER,Single Family Residence - Occupied,SOUTHWEST,D1,2020-03-29 20:18:00.0000000,2020-03-29 21:06:51.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2020-03-29 20:10:00,143.2,3
2400,2,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),SOUTHWEST,D1,2023-06-30 14:51:00.0000000,2023-06-30 16:46:43.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-06-30 12:00:00,142.56666666666666,3
2401,2,07 - MINOR ACCIDENT,RECKLESS DAMAGE,"Highway, Street, Alley ETC",SOUTHWEST,D3,2022-07-01 15:35:00.0000000,2022-07-01 15:36:35.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2022-07-01 14:15:00,76.0,3
2402,1,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,NORTH CENTRAL,D11,2022-01-31 05:30:00.0000000,2022-01-31 08:02:57.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-01-31 04:00:00,293.21666666666664,5
2403,2,40 - OTHER,TERRORISTIC THREAT FEAR IMMINENT SBI,Apartment Complex/Building,NORTH CENTRAL,D13,2023-06-24 13:03:00.0000000,2023-06-24 17:35:50.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-06-22 13:03:00,296.8833333333333,0
2404,2,41/09 - THEFT - IN PROGRESS,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),NORTHEAST,D10,2023-10-02 11:23:00.0000000,2023-10-02 13:52:53.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-09-28 12:00:00,261.95,5
2405,3,ODJ - OFF DUTY JOB,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Entertainment/Sports Venue,NORTHEAST,D13,2023-08-08 18:31:00.0000000,2023-08-08 19:22:52.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-08-08 17:00:00,360.8666666666667,5
2406,3,PSE/31- CRIMINAL MISCHIEF,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Single Family Residence - Occupied,CENTRAL,D2,2020-09-09 11:30:00.0000000,2020-09-09 11:46:45.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-09-05 23:00:00,137.63333333333333,2
2407,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Restaurant/Food Service/TABC Location,SOUTHEAST,D7,2023-06-11 12:50:00.0000000,2023-06-11 12:50:28.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-06-11 10:15:00,1167.55,2
2408,3,22 - ANIMAL DISTURBANCE,CRUELTY NON-LIVESTOCK ANIMALS - PRELIMINARY INVESTIGATION,Single Family Residence - Occupied,SOUTH CENTRAL,D8,2024-07-09 21:45:00.0000000,2024-07-10 00:37:18.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MISCELLANEOUS,C,2024-07-09 21:30:00,319.78333333333336,6
2409,2,DASV-DIST ACTIVE SHOOTER VEH,ASSAULT (AGG) -DISCH FIREARM  OCC BLDG/HOUSE/VEH (AGG),"Highway, Street, Alley ETC",SOUTHWEST,D1,2024-05-27 11:40:00.0000000,2024-05-27 10:34:35.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ASSAULT OFFENSES,A,2024-05-27 09:50:00,262.9,6
2410,2,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Parking (Business),SOUTHWEST,D1,2023-11-10 14:59:00.0000000,2023-11-10 19:50:59.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-11-10 11:00:00,323.1333333333333,6
2411,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Parking Lot (All Others),CENTRAL,D2,2024-12-10 08:02:00.0000000,2024-12-10 09:25:30.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-12-09 17:00:00,195.35,2
2412,3,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,"Highway, Street, Alley ETC",SOUTHWEST,D3,2020-01-06 09:17:00.0000000,2020-01-06 10:47:23.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2020-01-05 17:30:00,252.68333333333334,3
2413,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Other,CENTRAL,D2,2021-01-04 16:25:00.0000000,2021-01-05 00:10:53.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-01-03 21:00:00,553.6,2
2414,1,40/01 - OTHER,NATURAL DEATH (NO OFFENSE),Hotel/Motel/ETC,NORTHEAST,D10,2023-09-21 03:25:00.0000000,2023-09-21 00:02:52.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2023-09-20 21:00:00,351.7,5
2415,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),SOUTH CENTRAL,D8,2021-04-19 08:24:00.0000000,2021-04-19 08:00:39.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-04-17 12:00:00,320.55,6
2416,3,41/11V - BMV-IN PROGRESS,BMV,Apartment Parking Lot,CENTRAL,D2,2023-06-07 04:50:00.0000000,2023-06-07 04:42:18.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-06-06 20:00:00,240.65,2
2417,3,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Apartment Residence,SOUTH CENTRAL,D8,2024-12-05 20:39:00.0000000,2024-12-05 20:57:49.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-12-05 15:50:00,39.05,3
2418,3,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,"Highway, Street, Alley ETC",SOUTH CENTRAL,D8,2022-12-26 10:10:00.0000000,2022-12-26 09:34:36.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2022-12-25 19:00:00,940.35,6
2419,1,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTH CENTRAL,D3,2023-04-22 12:05:00.0000000,2023-04-22 12:06:57.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-04-21 23:00:00,95.91666666666667,6
2420,2,58 - ROUTINE INVESTIGATION,ASSAULT -VERBAL THREAT,Outdoor Area Public/Private,SOUTHWEST,D4,2023-06-15 03:45:00.0000000,2023-06-15 03:45:31.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-06-07 12:30:00,10.833333333333334,3
2421,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,NORTHWEST,D6,2024-08-28 09:06:00.0000000,2024-08-28 09:06:45.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-08-27 22:30:00,205.45,1
2422,3,**PD REQUESTED BY FIRE,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,SOUTH CENTRAL,D3,2022-12-04 18:31:00.0000000,2022-12-04 20:49:16.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2022-12-04 18:25:00,242.11666666666667,6
2423,2,58 - ROUTINE INVESTIGATION,THEFT BY DECEPTION (FRAUD) >OR EQUAL $2500 <$30K,Single Family Residence - Occupied,SOUTHEAST,D8,2024-04-25 10:29:00.0000000,2024-04-25 13:45:40.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,FRAUD OFFENSES,A,2024-04-25 10:00:00,201.26666666666668,4
2424,1,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Apartment Parking Lot,SOUTHWEST,D1,2024-04-01 09:39:00.0000000,2024-04-01 19:04:07.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-04-01 00:00:00,608.2333333333333,3
2425,2,22 - ANIMAL DISTURBANCE,DOG BITE - INJURED PERSON,"Highway, Street, Alley ETC",SOUTHWEST,D1,2024-11-13 11:07:00.0000000,2024-11-13 12:17:31.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MISCELLANEOUS,C,2024-11-13 10:45:00,135.58333333333334,2
2426,2,40 - OTHER,CRIM MISCHIEF > OR EQUAL $100 < $750,Commercial Property Occupied/Vacant,NORTHWEST,D6,2022-01-26 12:14:00.0000000,2022-01-26 12:57:31.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2022-01-26 09:30:00,78.85,1
2427,3,6X - MAJOR DIST (VIOLENCE),ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,Apartment Complex/Building,NORTHEAST,D10,2022-01-18 20:32:00.0000000,2022-01-18 18:24:08.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MISCELLANEOUS,C,2022-01-18 18:00:00,70.26666666666667,5
2428,3,ODJ - OFF DUTY JOB,BMV,Parking (Business),NORTH CENTRAL,D11,2023-06-07 20:23:00.0000000,2023-06-07 19:56:57.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-06-07 18:30:00,109.1,5
2429,1,ODJ - OFF DUTY JOB,ROBBERY OF INDIVIDUAL - PRELIMINARY INVESTIGATION,Bar/NightClub/DanceHall ETC.,NORTHWEST,D6,2020-02-21 00:58:00.0000000,2020-02-21 00:56:07.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2020-02-21 00:30:00,508.81666666666666,1
2430,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),NORTH CENTRAL,D11,2021-04-16 18:48:00.0000000,2021-04-16 19:25:31.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2021-04-14 00:00:00,112.9,0
2431,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTH CENTRAL,D12,2022-06-01 10:48:00.0000000,2022-06-01 17:53:49.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-05-31 02:30:00,494.1166666666667,0
2432,2,DAEF-DIST ARMED ENCOUNTER FOOT,DISORDERLY CONDUCT DISCHARGE/DISPLAY FIREARM,Single Family Residence - Occupied,SOUTHEAST,D7,2023-09-06 14:48:00.0000000,2023-09-06 16:06:15.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2023-09-06 14:00:00,191.36666666666667,2
2433,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",CENTRAL,D2,2020-02-14 16:09:00.0000000,2020-02-14 15:44:05.0000000,Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-02-12 14:00:00,521.9333333333333,2
2434,3,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Parking (Business),NORTHWEST,D6,2020-08-14 17:41:00.0000000,2020-08-14 18:16:41.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,TRAFFIC VIOLATION - HAZARDOUS,C,2020-08-14 16:30:00,194.91666666666666,1
2435,1,40 - OTHER,CRUELTY NON-LIVESTOCK ANIMALS - PRELIMINARY INVESTIGATION,Apartment Complex/Building,NORTH CENTRAL,D11,2022-03-24 17:50:00.0000000,2022-03-24 21:04:41.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-03-23 21:00:00,299.3333333333333,0
2436,2,6XE - DISTURBANCE EMERGENCY,CRIMINAL TRESPASS WARNING,Single Family Residence - Occupied,SOUTH CENTRAL,D8,2021-07-05 12:16:00.0000000,2021-07-05 13:47:49.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2021-07-05 12:14:00,494.95,6
2437,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,CENTRAL,D14,2023-08-20 12:06:00.0000000,2023-08-20 12:51:18.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-08-19 15:30:00,86.6,2
2438,3,16 - INJURED PERSON,ASSAULT -BODILY INJURY ONLY,Apartment Residence,NORTHWEST,D6,2021-10-14 18:03:00.0000000,2021-10-14 19:13:56.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-10-13 22:45:00,170.15,1
2439,1,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Apartment Parking Lot,CENTRAL,D14,2021-05-17 07:20:00.0000000,2021-05-17 08:42:24.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-05-16 18:00:00,98.98333333333333,2
2440,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Residence,SOUTHEAST,D7,2024-11-03 14:45:00.0000000,2024-11-03 16:59:52.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-11-02 19:00:00,155.45,4
2441,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,"Highway, Street, Alley ETC",SOUTHWEST,D3,2023-09-18 20:52:00.0000000,2023-09-18 19:43:53.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-09-15 09:45:00,637.2666666666667,3
2442,1,11B - BURG OF BUS,BURGLARY OF BUILDING - FORCED ENTRY,Rental Storage Facility,SOUTHEAST,D5,2023-06-09 17:48:00.0000000,2023-06-09 17:49:01.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2023-06-08 07:00:00,288.21666666666664,4
2443,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTH CENTRAL,D12,2020-06-03 09:00:00.0000000,2020-06-03 08:40:37.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-06-01 22:00:00,827.95,0
2444,2,DAEF-DIST ARMED ENCOUNTER FOOT,THEFT OF FIREARM,Single Family Residence - Occupied,SOUTHEAST,D8,2020-05-01 13:50:00.0000000,2020-05-01 14:15:19.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2020-05-01 13:43:00,121.03333333333333,4
2445,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),SOUTHWEST,D3,2020-01-30 11:44:00.0000000,2020-01-22 10:55:59.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-01-26 14:00:00,1.55,3
2446,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTH CENTRAL,D11,2021-10-13 10:33:00.0000000,2021-10-13 11:45:54.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2021-10-13 07:00:00,132.1,0
2447,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),NORTH CENTRAL,D13,2023-09-28 15:54:00.0000000,2023-09-28 15:58:57.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-09-28 12:00:00,92.81666666666666,5
2448,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,SOUTHEAST,D7,2024-03-03 21:20:00.0000000,2024-03-03 16:20:08.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-03-02 20:45:00,98.9,4
2449,2,40 - OTHER,CRIM MISCHIEF <$100,Apartment Residence,CENTRAL,D2,2020-03-10 12:50:00.0000000,2020-03-10 13:32:15.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-03-05 09:00:00,117.98333333333333,2
2450,1,6X - MAJOR DIST (VIOLENCE),TERRORISTIC THREAT FEAR IMMINENT SBI,Apartment Parking Lot,CENTRAL,D2,2022-10-26 02:26:00.0000000,2022-10-26 02:04:24.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2022-10-26 01:22:00,149.56666666666666,2
2451,2,6X - MAJOR DIST (VIOLENCE),BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,SOUTHEAST,D7,2020-08-23 11:34:00.0000000,2020-08-23 12:04:30.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2020-08-23 11:20:00,149.31666666666666,2
2452,3,40/01 - OTHER,HARASSMENT,Single Family Residence - Occupied,SOUTHWEST,D3,2021-06-04 20:36:00.0000000,2021-06-04 21:05:29.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-06-04 20:30:00,63.916666666666664,3
2453,2,58 - ROUTINE INVESTIGATION,BURGLARY OF BUILDING - FORCED ENTRY,Storage Facility,NORTHEAST,D10,2021-06-23 19:37:00.0000000,2021-06-23 19:37:51.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2021-06-22 11:00:00,18.383333333333333,5
